variant,checkpoint_name,case_id,center,modality_group,t2_present,class_id,metric_name,proposal_threshold,proposal_recall,proposal_precision,lesion_wise_recall,proposal_voxels,gt_voxels,proposal_component_count,proposal_small_fp_count,proposal_remote_fp_count,outside_myocardium_fp_ratio,proposal_gate_mean,proposal_gate_p95,pos_similarity_mean,neg_similarity_mean,memory_negative_similarity_mean,followup2_status
m7_full_srr_context_arbitration,checkpoint_best,Case2002,CenterB,C0+LGE+T2,True,4,myops_edema,0.7,0.5096153846153846,0.5688378978534419,0.4,2702,3016,5,4,0,0.2005921539600296,0.01273940596729517,0.02848095642402767,0.29903826117515564,0.45904725790023804,0.3899052143096924,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2002,CenterB,C0+LGE+T2,True,4,myops_edema,0.8,0.5096153846153846,0.5688378978534419,0.4,2702,3016,5,4,0,0.2005921539600296,0.01273940596729517,0.02848095642402767,0.29903826117515564,0.45904725790023804,0.3899052143096924,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2002,CenterB,C0+LGE+T2,True,4,myops_edema,0.9,0.5096153846153846,0.5688378978534419,0.4,2702,3016,5,4,0,0.2005921539600296,0.01273940596729517,0.02848095642402767,0.29903826117515564,0.45904725790023804,0.3899052143096924,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,5,myops_scar,0.05,0.7681862269641125,0.20294682895579758,1.0,7805,2062,103,92,51,0.5249199231262012,0.008215982466936111,0.028182370867580162,-0.006349207833409309,0.15047167241573334,0.14403881132602692,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,5,myops_scar,0.1,0.6838021338506305,0.6969846762234305,1.0,2023,2062,25,24,0,0.11715274345032131,0.008215982466936111,0.028182370867580162,-0.006349207833409309,0.15047167241573334,0.14403881132602692,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,5,myops_scar,0.2,0.6008729388942774,0.7366230677764566,1.0,1682,2062,1,0,0,0.11117717003567182,0.008215982466936111,0.028182370867580162,-0.006349207833409309,0.15047167241573334,0.14403881132602692,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,5,myops_scar,0.3,0.5533462657613967,0.7632107023411371,1.0,1495,2062,4,1,0,0.10033444816053512,0.008215982466936111,0.028182370867580162,-0.006349207833409309,0.15047167241573334,0.14403881132602692,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,5,myops_scar,0.4,0.5290979631425801,0.7776193870277975,1.0,1403,2062,3,1,0,0.09052031361368496,0.008215982466936111,0.028182370867580162,-0.006349207833409309,0.15047167241573334,0.14403881132602692,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,5,myops_scar,0.5,0.5155189136760426,0.7827687776141384,1.0,1358,2062,3,1,0,0.0861561119293078,0.008215982466936111,0.028182370867580162,-0.006349207833409309,0.15047167241573334,0.14403881132602692,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,5,myops_scar,0.6,0.5092143549951503,0.7818317200297841,1.0,1343,2062,3,1,0,0.08711839166046165,0.008215982466936111,0.028182370867580162,-0.006349207833409309,0.15047167241573334,0.14403881132602692,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,5,myops_scar,0.7,0.5092143549951503,0.7818317200297841,1.0,1343,2062,3,1,0,0.08711839166046165,0.008215982466936111,0.028182370867580162,-0.006349207833409309,0.15047167241573334,0.14403881132602692,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,5,myops_scar,0.8,0.5092143549951503,0.7818317200297841,1.0,1343,2062,3,1,0,0.08711839166046165,0.008215982466936111,0.028182370867580162,-0.006349207833409309,0.15047167241573334,0.14403881132602692,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,5,myops_scar,0.9,0.5092143549951503,0.7818317200297841,1.0,1343,2062,3,1,0,0.08711839166046165,0.008215982466936111,0.028182370867580162,-0.006349207833409309,0.15047167241573334,0.14403881132602692,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,4,myops_edema,0.05,,,,0,0,0,0,0,,2.0611552464799843e-09,2.061153470123145e-09,0.3099765181541443,0.4575994908809662,0.38145020604133606,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,4,myops_edema,0.1,,,,0,0,0,0,0,,2.0611552464799843e-09,2.061153470123145e-09,0.3099765181541443,0.4575994908809662,0.38145020604133606,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,4,myops_edema,0.2,,,,0,0,0,0,0,,2.0611552464799843e-09,2.061153470123145e-09,0.3099765181541443,0.4575994908809662,0.38145020604133606,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,4,myops_edema,0.3,,,,0,0,0,0,0,,2.0611552464799843e-09,2.061153470123145e-09,0.3099765181541443,0.4575994908809662,0.38145020604133606,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,4,myops_edema,0.4,,,,0,0,0,0,0,,2.0611552464799843e-09,2.061153470123145e-09,0.3099765181541443,0.4575994908809662,0.38145020604133606,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,4,myops_edema,0.5,,,,0,0,0,0,0,,2.0611552464799843e-09,2.061153470123145e-09,0.3099765181541443,0.4575994908809662,0.38145020604133606,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,4,myops_edema,0.6,,,,0,0,0,0,0,,2.0611552464799843e-09,2.061153470123145e-09,0.3099765181541443,0.4575994908809662,0.38145020604133606,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,4,myops_edema,0.7,,,,0,0,0,0,0,,2.0611552464799843e-09,2.061153470123145e-09,0.3099765181541443,0.4575994908809662,0.38145020604133606,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,4,myops_edema,0.8,,,,0,0,0,0,0,,2.0611552464799843e-09,2.061153470123145e-09,0.3099765181541443,0.4575994908809662,0.38145020604133606,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case1002,CenterA,LGE-only,False,4,myops_edema,0.9,,,,0,0,0,0,0,,2.0611552464799843e-09,2.061153470123145e-09,0.3099765181541443,0.4575994908809662,0.38145020604133606,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,5,myops_scar,0.05,0.42824251726784346,0.24345549738219896,1.0,2292,1303,26,15,19,0.5632635253054101,0.010732310824096203,0.027013181056827262,-0.008193841204047203,0.13997240364551544,0.13277600705623627,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,5,myops_scar,0.1,0.41442824251726784,0.6136363636363636,1.0,880,1303,6,3,2,0.042045454545454546,0.010732310824096203,0.027013181056827262,-0.008193841204047203,0.13997240364551544,0.13277600705623627,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,5,myops_scar,0.2,0.40752110514198003,0.6389891696750902,1.0,831,1303,3,1,0,0.0,0.010732310824096203,0.027013181056827262,-0.008193841204047203,0.13997240364551544,0.13277600705623627,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,5,myops_scar,0.3,0.4036838066001535,0.6368038740920097,1.0,826,1303,3,1,0,0.0,0.010732310824096203,0.027013181056827262,-0.008193841204047203,0.13997240364551544,0.13277600705623627,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,5,myops_scar,0.4,0.3990790483499616,0.6341463414634146,1.0,820,1303,3,1,0,0.0,0.010732310824096203,0.027013181056827262,-0.008193841204047203,0.13997240364551544,0.13277600705623627,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,5,myops_scar,0.5,0.3983115886415963,0.6336996336996337,1.0,819,1303,3,1,0,0.0,0.010732310824096203,0.027013181056827262,-0.008193841204047203,0.13997240364551544,0.13277600705623627,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,5,myops_scar,0.6,0.397544128933231,0.6348039215686274,1.0,816,1303,3,1,0,0.0,0.010732310824096203,0.027013181056827262,-0.008193841204047203,0.13997240364551544,0.13277600705623627,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,5,myops_scar,0.7,0.3952417498081351,0.6373762376237624,1.0,808,1303,4,1,0,0.0,0.010732310824096203,0.027013181056827262,-0.008193841204047203,0.13997240364551544,0.13277600705623627,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,5,myops_scar,0.8,0.3860322333077513,0.6399491094147582,1.0,786,1303,4,1,0,0.0,0.010732310824096203,0.027013181056827262,-0.008193841204047203,0.13997240364551544,0.13277600705623627,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,5,myops_scar,0.9,0.36914811972371453,0.65,1.0,740,1303,4,1,0,0.0,0.010732310824096203,0.027013181056827262,-0.008193841204047203,0.13997240364551544,0.13277600705623627,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,4,myops_edema,0.05,0.6012311901504788,0.369327731092437,0.75,2380,1462,38,26,19,0.37941176470588234,0.012241527438163757,0.019894742686301467,0.2979024350643158,0.45614713430404663,0.38841503858566284,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,4,myops_edema,0.1,0.551983584131327,0.5501022494887525,0.625,1467,1462,15,8,3,0.12201772324471712,0.012241527438163757,0.019894742686301467,0.2979024350643158,0.45614713430404663,0.38841503858566284,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,4,myops_edema,0.2,0.5225718194254446,0.6191247974068071,0.625,1234,1462,14,8,1,0.046191247974068074,0.012241527438163757,0.019894742686301467,0.2979024350643158,0.45614713430404663,0.38841503858566284,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,4,myops_edema,0.3,0.5191518467852257,0.6277915632754343,0.625,1209,1462,13,7,0,0.034739454094292806,0.012241527438163757,0.019894742686301467,0.2979024350643158,0.45614713430404663,0.38841503858566284,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,4,myops_edema,0.4,0.5177838577291382,0.6292601828761429,0.625,1203,1462,13,7,0,0.034912718204488775,0.012241527438163757,0.019894742686301467,0.2979024350643158,0.45614713430404663,0.38841503858566284,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,4,myops_edema,0.5,0.5170998632010944,0.6305254378648875,0.625,1199,1462,13,7,0,0.03502919099249374,0.012241527438163757,0.019894742686301467,0.2979024350643158,0.45614713430404663,0.38841503858566284,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,4,myops_edema,0.6,0.5170998632010944,0.6326359832635984,0.625,1195,1462,13,7,0,0.035146443514644354,0.012241527438163757,0.019894742686301467,0.2979024350643158,0.45614713430404663,0.38841503858566284,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,4,myops_edema,0.7,0.5170998632010944,0.6342281879194631,0.625,1192,1462,13,7,0,0.03523489932885906,0.012241527438163757,0.019894742686301467,0.2979024350643158,0.45614713430404663,0.38841503858566284,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,4,myops_edema,0.8,0.5170998632010944,0.6352941176470588,0.625,1190,1462,14,8,0,0.03529411764705882,0.012241527438163757,0.019894742686301467,0.2979024350643158,0.45614713430404663,0.38841503858566284,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case2007,CenterB,C0+LGE+T2,True,4,myops_edema,0.9,0.5170998632010944,0.6352941176470588,0.625,1190,1462,14,8,0,0.03529411764705882,0.012241527438163757,0.019894742686301467,0.2979024350643158,0.45614713430404663,0.38841503858566284,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,5,myops_scar,0.05,0.8439380911435942,0.03468320435351072,1.0,56598,2326,98,84,89,0.9038658609844871,0.009101629257202148,0.04322815425693988,-0.016910508275032043,0.14448660612106323,0.1381864994764328,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,5,myops_scar,0.1,0.7768701633705933,0.5260553129548763,1.0,3435,2326,13,10,5,0.04425036390101892,0.009101629257202148,0.04322815425693988,-0.016910508275032043,0.14448660612106323,0.1381864994764328,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,5,myops_scar,0.2,0.7373172828890799,0.5778301886792453,1.0,2968,2326,1,0,0,0.0,0.009101629257202148,0.04322815425693988,-0.016910508275032043,0.14448660612106323,0.1381864994764328,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,5,myops_scar,0.3,0.7179707652622528,0.5822873082287309,1.0,2868,2326,1,0,0,0.0,0.009101629257202148,0.04322815425693988,-0.016910508275032043,0.14448660612106323,0.1381864994764328,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,5,myops_scar,0.4,0.7012037833190026,0.5808404558404558,1.0,2808,2326,1,0,0,0.0,0.009101629257202148,0.04322815425693988,-0.016910508275032043,0.14448660612106323,0.1381864994764328,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,5,myops_scar,0.5,0.6891659501289767,0.5787003610108303,1.0,2770,2326,1,0,0,0.0,0.009101629257202148,0.04322815425693988,-0.016910508275032043,0.14448660612106323,0.1381864994764328,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,5,myops_scar,0.6,0.6822871883061049,0.5773008366678792,1.0,2749,2326,1,0,0,0.0,0.009101629257202148,0.04322815425693988,-0.016910508275032043,0.14448660612106323,0.1381864994764328,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,5,myops_scar,0.7,0.680567497850387,0.5773158278628738,1.0,2742,2326,1,0,0,0.0,0.009101629257202148,0.04322815425693988,-0.016910508275032043,0.14448660612106323,0.1381864994764328,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,5,myops_scar,0.8,0.680567497850387,0.5773158278628738,1.0,2742,2326,1,0,0,0.0,0.009101629257202148,0.04322815425693988,-0.016910508275032043,0.14448660612106323,0.1381864994764328,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,5,myops_scar,0.9,0.680567497850387,0.5775264502006567,1.0,2741,2326,1,0,0,0.0,0.009101629257202148,0.04322815425693988,-0.016910508275032043,0.14448660612106323,0.1381864994764328,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,4,myops_edema,0.05,0.45324170899312816,0.08762201813666032,0.42857142857142855,17313,3347,146,70,138,0.830820770519263,0.006024383939802647,0.01827935334295034,0.2928139269351959,0.4516651928424835,0.3877292275428772,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,4,myops_edema,0.1,0.4054377054078279,0.3197455230914232,0.35714285714285715,4244,3347,45,21,43,0.4816211121583412,0.006024383939802647,0.01827935334295034,0.2928139269351959,0.4516651928424835,0.3877292275428772,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,4,myops_edema,0.2,0.37227367792052585,0.6095890410958904,0.21428571428571427,2044,3347,3,0,2,0.04892367906066536,0.006024383939802647,0.01827935334295034,0.2928139269351959,0.4516651928424835,0.3877292275428772,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,4,myops_edema,0.3,0.35673737675530326,0.6471544715447154,0.21428571428571427,1845,3347,5,2,1,0.0027100271002710027,0.006024383939802647,0.01827935334295034,0.2928139269351959,0.4516651928424835,0.3877292275428772,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,4,myops_edema,0.4,0.34896922617269194,0.6514221974344674,0.21428571428571427,1793,3347,4,1,0,0.0,0.006024383939802647,0.01827935334295034,0.2928139269351959,0.4516651928424835,0.3877292275428772,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,4,myops_edema,0.5,0.3468778010158351,0.6570458404074703,0.21428571428571427,1767,3347,4,1,0,0.0,0.006024383939802647,0.01827935334295034,0.2928139269351959,0.4516651928424835,0.3877292275428772,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,4,myops_edema,0.6,0.3450851508813863,0.660377358490566,0.21428571428571427,1749,3347,4,1,0,0.0,0.006024383939802647,0.01827935334295034,0.2928139269351959,0.4516651928424835,0.3877292275428772,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,4,myops_edema,0.7,0.34448760083657004,0.6611238532110092,0.21428571428571427,1744,3347,4,1,0,0.0,0.006024383939802647,0.01827935334295034,0.2928139269351959,0.4516651928424835,0.3877292275428772,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
m7_full_srr_context_arbitration,checkpoint_best,Case3004,CenterC,C0+LGE+T2,True,4,myops_edema,0.8,0.34448760083657004,0.6615031554790591,0.21428571428571427,1743,3347,4,1,0,0.0,0.006024383939802647,0.01827935334295034,0.2928139269351959,0.4516651928424835,0.3877292275428772,OLD_M7_EVIDENCE_NOT_REPAIRED_PROBE
