case_id,center,checkpoint_path,checkpoint_sha256,direction,modality_group,origin,prediction_path,prediction_sha256,seed,shape,source_prefix,spacing,variant
Case1045,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case1045.nii.gz,c2c84440e901985fea6f0e05b0898e95b3a0db1f23afbb5c28d595da81b3c72f,20260724,"[9, 256, 256]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[1.4844000339508057, 1.4844000339508057, 12.5]",student_direct_reliable_legacy
Case1047,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case1047.nii.gz,5bd2ab1bee4384b95230d506662766dbb2dea03e05d1bd7e36a0fcb59c8db184,20260724,"[24, 256, 256]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[1.4452999830245972, 1.4452999830245972, 5.0]",student_direct_reliable_legacy
Case1053,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case1053.nii.gz,ff7b81379fa483ed3e776b787867127231680fcc8d961cacd78d7ad78a049824,20260724,"[9, 256, 256]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[1.5625, 1.5625, 13.0]",student_direct_reliable_legacy
Case1062,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case1062.nii.gz,a80fb353fbd1810d893a0b780383c3105b55f1e8459ddb7f500a4eabc958841a,20260724,"[20, 256, 256]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[1.3280999660491943, 1.3280999660491943, 5.0]",student_direct_reliable_legacy
Case1070,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case1070.nii.gz,b4d184ff7b66bf25ec493120e45fd5548ef1619cfc42f531f7987c2544edf178,20260724,"[20, 256, 256]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[1.25, 1.25, 4.5]",student_direct_reliable_legacy
Case1073,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case1073.nii.gz,13f9033b9e0a3769196d762c7210ff0060f3ab23363153dc5cef4d49f22f6384,20260724,"[10, 256, 256]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[1.3672000169754028, 1.3672000169754028, 10.5]",student_direct_reliable_legacy
Case1080,CenterA,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",LGE-only,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case1080.nii.gz,f4b383aaed0e40b692dee2350f7f486ad8b618cadce427b0938263ea453b0aa4,20260724,"[9, 256, 256]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[1.4844000339508057, 1.4844000339508057, 11.0]",student_direct_reliable_legacy
Case2002,CenterB,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",C0+LGE+T2,"[0.0, 0.0, 10.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case2002.nii.gz,a409e05913e77b06ac955a53f3b808ae756dd249abb6a2ae25dd627ccc697c06,20260724,"[6, 251, 264]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[1.328125, 1.328125, 10.0]",student_direct_reliable_legacy
Case2007,CenterB,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",C0+LGE+T2,"[0.0, 0.0, 10.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case2007.nii.gz,0d42dda05f4039f92cf2a52ddb3b091cb8ffe98585b48a554ace689f4d9aa0a1,20260724,"[6, 166, 160]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[1.7708333730697632, 1.7708333730697632, 10.0]",student_direct_reliable_legacy
Case2008,CenterB,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",C0+LGE+T2,"[0.0, 0.0, 10.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case2008.nii.gz,0ce0151ec327156c12eed987483540f8f85de0105f40dafe5029742875ca5a16,20260724,"[5, 257, 225]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[1.328125, 1.328125, 10.0]",student_direct_reliable_legacy
Case2017,CenterB,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",C0+LGE+T2,"[0.0, 0.0, 10.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case2017.nii.gz,a49a921e2bcd6ad39dfbe5ca86259a703bd7ef772d0cb514ee0fdced7488a3e2,20260724,"[5, 257, 248]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[1.7708333730697632, 1.7708333730697632, 10.0]",student_direct_reliable_legacy
Case2020,CenterB,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",C0+LGE+T2,"[0.0, 0.0, 10.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case2020.nii.gz,1aac86bde7d5f2213a714c48d3bef9d52e27c6c4a9134a261ecc117ffbc2119c,20260724,"[6, 160, 160]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[1.7708333730697632, 1.7708333730697632, 10.0]",student_direct_reliable_legacy
Case2031,CenterB,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",C0+LGE+T2,"[0.0, 0.0, 0.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case2031.nii.gz,01c763ece38264c758b3f1e2dae513289f2c2d997e55b74daadad3cf61d1d114,20260724,"[3, 255, 247]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[1.7708333730697632, 1.7708333730697632, 10.0]",student_direct_reliable_legacy
Case2033,CenterB,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",C0+LGE+T2,"[0.0, 0.0, 10.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case2033.nii.gz,44e30f97bc8f67144fd317f99da4cf0ece45bdcd9fc953a246f3c86fdc12df54,20260724,"[7, 247, 225]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[1.328125, 1.328125, 10.0]",student_direct_reliable_legacy
Case3004,CenterC,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[0.5896656031172621, 0.5631731723245503, -0.5789045695125195, 0.7486972656129314, -0.11234420285571717, 0.6533231810310259, -0.3028974759948901, 0.8186664510401144, 0.4878917098342887]",C0+LGE+T2,"[-132.58396911621094, -193.31329345703125, -153.46054077148438]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case3004.nii.gz,a1746832803201741767fdddc94446931e83849949a4897055151948e969a046,20260724,"[6, 478, 481]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[0.7290666699409485, 0.7290666699409485, 12.000001907348633]",student_direct_reliable_legacy
Case3011,CenterC,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[0.7355171643616474, 0.4221775740602169, -0.5298873396525531, 0.6721438047584298, -0.3564917440312127, 0.6489501722461508, -0.08507177354600708, 0.8334744941497696, 0.5459698537626697]",C0+LGE+T2,"[-154.72134399414062, -100.63591003417969, -222.80125427246094]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case3011.nii.gz,e30c2b12e91755a6154a01a9cd973c501ad86ae59c0bd47ce4dd028e16e121c1,20260724,"[2, 498, 489]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[0.7290666699409485, 0.7290666699409485, 23.000001907348633]",student_direct_reliable_legacy
Case3012,CenterC,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[0.5310482986632602, 0.43084671628000437, -0.729629218976875, 0.7925761951480587, 0.0519739274746017, 0.6075538584369924, -0.29968429950780406, 0.9009271990197666, 0.31387818005321483]",C0+LGE+T2,"[-103.74781036376953, -210.4540252685547, -94.82025909423828]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case3012.nii.gz,f46652b68d23c459e3107d96a1188c89386741ba99dadb7eaca86dd8565ca9a4,20260724,"[5, 477, 477]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[0.7290666699409485, 0.7290666699409485, 13.999999046325684]",student_direct_reliable_legacy
Case3023,CenterC,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[0.625392020830252, 0.1868996679171403, -0.7575970580026776, 0.773985172336436, -0.025206617607824403, 0.6327018368834146, -0.09915529882558569, 0.9820555689782711, 0.1604215799387365]",C0+LGE+T2,"[-59.7354736328125, -210.60658264160156, -130.4244842529297]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case3023.nii.gz,8e9aa229dc361494dadea1f998de45d0f6d7302aa442d6675109242bb5bf1491,20260724,"[3, 479, 481]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[0.7291666865348816, 0.7291666865348816, 23.0]",student_direct_reliable_legacy
Case3026,CenterC,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[0.7252914558777445, 0.07255419755220803, -0.6846081107883737, 0.6806933950710812, -0.22435602535340227, 0.6973670442994252, 0.10299905794397776, 0.9718025840185746, 0.21211067905189807]",C0+LGE+T2,"[-39.60476303100586, -172.83050537109375, -220.1192626953125]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case3026.nii.gz,cd81432f53ad0026af314adef0a4ddaf497e0703942f2c3a87d5631cce088a33,20260724,"[5, 471, 474]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[0.7290666699409485, 0.7290666699409485, 14.00000286102295]",student_direct_reliable_legacy
Case3034,CenterC,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[0.5859175564718718, 0.32937966284568093, -0.7404118020185919, 0.7981866136020547, -0.0767277530634065, 0.5975039620813288, -0.13999552451601863, 0.9410748586661459, 0.3078625971577183]",C0+LGE+T2,"[-67.88310241699219, -162.7578125, -177.7248077392578]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case3034.nii.gz,22ea6720d312ca564290af4ed9d58e57cf43a4a268ea9c9d367e6fe6c2782460,20260724,"[4, 458, 462]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[0.7290666699409485, 0.7290666699409485, 23.000001907348633]",student_direct_reliable_legacy
Case3038,CenterC,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[0.7777000590165278, 0.444800135033682, -0.44422458824105515, 0.5818294145845596, -0.24173466023005047, 0.7765557627345737, -0.23802762556030704, 0.8623903953068357, 0.4467948775062101]",C0+LGE+T2,"[-163.87860107421875, -154.21568298339844, -173.9169921875]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case3038.nii.gz,196e3fb06fe97a96606dba1c5a80f81c9a73118abd7738fa5cb84770764c6100,20260724,"[3, 508, 506]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[0.7421875, 0.7421875, 13.999996185302734]",student_direct_reliable_legacy
Case3040,CenterC,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[0.6492576568531518, 0.21545779416436095, -0.7294123905734631, 0.7603728700155971, -0.16212529296593212, 0.628926455814769, -0.017250900318499022, 0.9629607096421632, 0.2690893488307912]",C0+LGE+T2,"[-72.97633361816406, -194.67489624023438, -191.24249267578125]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case3040.nii.gz,6a0407fc2ad26f3632789553a68f38d8ba4b018bffb8a948d9dbf7116b48c057,20260724,"[3, 495, 498]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[0.7290666699409485, 0.7290666699409485, 22.999998092651367]",student_direct_reliable_legacy
Case3044,CenterC,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[0.7495367069867379, 0.16507350490229875, -0.6410502771205954, 0.6618336324199341, -0.20600387389202465, 0.7207902961779263, 0.013075468531279976, 0.9645274189574653, 0.2636586640703183]",C0+LGE+T2,"[-108.28376770019531, -172.17514038085938, -145.09034729003906]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case3044.nii.gz,438ea5afa7cafdc15d09003e54577856b9bbec281fdb0433d74b60890a8b03e7,20260724,"[3, 499, 501]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[0.7290666699409485, 0.7290666699409485, 23.000001907348633]",student_direct_reliable_legacy
Case5005,CenterE,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260724/student_direct_reliable/checkpoint_epoch200.pt,733ec26160e72f3bbc5f94016f88b5a4d988f5d526f1838060c25208ec3f9261,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",C0+LGE,"[0.0, 0.0, 40.0]",results/20260724_care_myops_batch10_deadline_rescue/runtime/phase1/phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261/Case5005.nii.gz,d0a3f40962a85b8eb41e375d469d063cbba0716e05b70f307130c5427dc61df9,20260724,"[6, 256, 256]",phase1_student_direct_reliable_legacy_seed20260724_epoch200_733ec261,"[1.3671875, 1.3671875, 10.0]",student_direct_reliable_legacy
